pronunciation	standard
여름철에는 모든 음식을 잘 익켜 먹고 물을 꼭 끼린 것만 드세야 데예	여름철에는 모든 음식을 잘 익혀서 먹고 물을 꼭 끓인 것만 드셔야 돼요
모기향을 피우만 화재 이허미 이쓰니께네 모구장을 쳐 놓고 주무시는 기 조아예	모기향을 피우면 화재 위험이 있으니까 모기장을 쳐 놓고 주무시는 게 좋아요
엘리베이터에 가도키만 우러그로 나올라고 하지 말고 비상벨을 누질러서 도움을 청하이소	엘리베이터에 갇히면 억지로 나오려고 하지 말고 비상벨을 눌러서 도움을 청하세요
스님 시주 하러 오만 마이는 못 드려도 쌀을 쪼매씩 담아 드리고 그랜니더	스님 시주 하러 오면 많이 못 드려도 쌀을 조금씩 담아 드리고 그랬어요
일을 잘할 수 이쓰만 지가 맡아서 하든지 아이믄 당신이 노가리는 하지 마라야지로	일을 잘할 수 있으면 자기가 맡아서 하든지 아니면 당신이 잔소리는 하지 말아야지
베틀로 옷을 만드러 만드러가 이브쎧따고 캔는디 옫 맹그는 과정을 알려 주실람미꺼	베틀로 옷을 만들어 만들어서 입으셨다고 했는데 옷 만드는 과정을 알려 주시겠어요
점심 때 돌잔치 가가 어띠나 마이 무건는지 배불러서 저녁을 몬 먹었어요	점심 때 돌잔치 가서 어찌나 많이 먹었는지 배불러서 저녁을 못 먹었어요
처음에는 형한테 화가 많이 나썬는디 이야기를 듣다 보이께네 이해가 데더라고예	처음에는 형한테 화가 많이 났었는데 이야기를 듣다 보니까 이해가 되더라고요
삼베는 하루 저녁이면 마이 짜는디 멩주는 촘촘해가 맘 암만 짜도 마이 못 짜예	삼베는 하루 저녁이면 많이 짜는데 명주는 촘촘해서 맘 암만 짜도 많이 못 짜요
가스레인지에 불 켜놓은 걸 이저삐리서 음식을 마카 태울 뻔 핸니다이	가스레인지에 불 켜놓은 걸 잊어버려서 음식을 모두 태울 뻔 했습니다
오랫동안 한 동네에서 살았던 할매인데 도라가시니께네 매미 아프네예	오랫동안 한 동네에서 살았던 할머니인데 돌아가시니까 맘이 아프네요
혈압약은 시간을 맏춰가 챙겨 드셔야지 안 그러면 호까가 업씀니다이	혈압약은 시간을 맞춰서 챙겨 드셔야지 안 그러면 효과가 없습니다
집에 돌아와 보이니께 문이 열려 있고 빼다지에 여어둔 돈이 전부 업서젿더예	집에 돌아와 보이니까 문이 열려 있고 서랍에 넣어둔 돈이 전부 없어졌어요
아들 오늘 중요한 시허미니께네 이 생엿하고 찹쌀떡 무꼬 심내서 잘 바래이	아들 오늘 중요한 시험이니까 이 생엿하고 찹쌀떡 먹고 힘내서 잘 봐야해
겨울에 먹을 채소나 과일 같은 것은 오데 보관을 해씁니꺼	겨울에 먹을 채소나 과일 같은 것은 어디에 보관을 했습니까
촌 구석이라 젊은 사람은 한 함부레 없고 전부 노인들만 있으니께네 농사 짓기도 힘들어	촌 구석이라 젊은 사람은 한 아예 없고 전부 노인들만 있으니까 농사 짓기도 힘들어
딴들처럼 잘 에 미기야 근육도 붓고 심도 생겨서 일을 잘 하지요	딴들처럼 잘 에 먹어야 근육도 붓고 힘도 생겨서 일을 잘 하지요
가심을 자를 때는 미리 선을 끄어노아야 쪽빠로 잘 자를 수 이써예	가심을 자를 때는 미리 선을 그어놓아야 똑바로 잘 자를 수 있어요
배치 농사를 망하 망우가 짐장을 할라문 배치를 좀 사가 사와가 담가야 하겠네	배추 농사를 망하 맘쳐서 김장을 하려면 배추를 좀 사가 사와서 담가야 하겠네
난 자슥들 잘 챙기고 착해 차캐가 내가 얼매나 자랑을 하고 댕긴다고	난 자식들 잘 챙기고 착해 착해서 내가 얼마나 자랑을 하고 다닌다고
한 포기 키우는 것도 이러코롬 힘든디 어무이는 우에 평생 농사를 짓고 살았을	한 포기 키우는 것도 이렇게 힘든데 어머니는 어떻게 평생 농사를 짓고 살았을
비가 올 줄도 모르고 세차를 하루 종일 열심히 했는데 완전히 헛수고 핻따이	비가 올 줄도 모르고 세차를 하루 종일 열심히 했는데 완전히 헛수고 했다
재울이 좋아 좋다만 우리 클 때는 하고 싶은 것도 못하고 골무리 많았다	재울이 좋아 좋다만 우리 클 때는 하고 싶은 것도 못하고 고생이 많았다
하고 시펀는디 얘기하는 중간에 전화하러 나오기가 어려워가 집에 전화 못 핸네예	하고 싶었는데 얘기하는 중간에 전화하러 나오기가 어려워서 집에 전화 못 했습니다
어무이 지금 차 타러 짜 나가라고 나갈라고 하는디 혹시 읍내로 나가시만 태워 드릴께예	어머니 지금 차 타러 짜 나가라고 나갈라고 하는데 혹시 읍내로 나가시면 태워 드릴게요
어끼가 뻐그난디 얼음 뜸질 좀 하구로 냉장고에 얼음 좀 끄내 도래이	어깨가 뻐근한데 얼음 찜질 좀 하게 냉장고에 얼음 좀 꺼내 줘
마당을 계속 관리해야지 안 그러면 안 그러머 금세 잡초가 자래가 엉망이 돼요	마당을 계속 관리해야지 안 그러면 안 그러면 금세 잡초가 자라서 엉망이 돼요
옛날에는 먹을 것이 업쓰니께네 겨울에 고 음 고드름도 마 맛이 있다고 맛이 메고 맛있다고 다 무꼬 그랬지요	옛날에는 먹을 것이 없으니까 겨울에 고 음 고드름도 마 맛이 있다고 맛이 메고 맛있다고 다 먹고 그랬지요
제사를 안 모실 것 같으면 모르지만 제사를 모실 것 같으면 정성을 들여야 뎀니더	제사를 안 모실 것 같으면 모르지만 제사를 모실 것 같으면 정성을 들여야 됩니다
밭이 벨로 크지도 아느니께네 왜 까배추다보다 까배추보다는 상추 같은 걸 숭구는 기 좋겠니더	밭이 별로 크지도 않으니까 왜 까배추다보다 양배추보다는 상추 같은 걸 심는 게 좋겠어요
옛날에는 혼자 김장을 했는데 요즘은 힘들어가 동네 사람들하고 같이 함니더	옛날에는 혼자 김장을 했는데 요즘은 힘들어서  동네 사람들하고 같이 합니다
다리도 아프고 날이 뜨거우께는 저기 그렁지에서 잠시 쉬었다 갑씨더	다리도 아프고 날이 뜨거우니까 저기 그늘에서 잠시 쉬었다 갑시다
도루깨가 깨나 무 무거인께 허리 다리 다칠 수 이쓰니께네 타작 털 털 때 사실 사살 뚜디리네요	도리깨가 깨나 무 무거우니까 허리 다리 다칠 수 있으니까 타작 털 털 때 사실 살살 두드리러야해요
옛날에는 특별한 간식이 업쓰이께네 어 옥수갱이나 자 잠 잠자 같은 아 감자 아니네 잠자네 어 감자 같은 걸 먹고 그랜니더	옛날에는 특별한 간식이 없으니까 어 옥수수나 자 잠 감자 같은 아 감자 아니네 감자네 어 감자 같은 걸 먹고 그랬습니다
둥지로 쓸 나무는 또갈라가 저쪼 담장 밑에 쌓아 두만 됩니다	장작으로 쓸 나무는 쪼개서 저쪽 담장 밑에 쌓아 두면 됩니다
여개까정 오시느라 욕받는디 시원한 냉수버텀 한 잔 드시소	여기까지 오시느라 욕봤는데 시원한 냉수부터 한 잔 드십시오
지진이 일어나면 어떤 책상 밑에로 들어가 염 멈출 때까지 지 지달려야 합니까 하는데	지진이 일어나면 어떤 책상 밑에로 들어가 염 멈출 때까지 지 기다려야 합니까 하는데
요새 날씨가 가물어서 농새도 못 짓고 계속 집에만 이쓰인께네 정말 답답 답땁네	요새 날씨가 가물어서 농사도 못 짓고 계속 집에만 있으니까 정말 답답 답답하네요
오랜만에 가족 간에 가족끼리 외식 한번 하자고 하는데 그것도 못하는 모타믄 우야는교	오랜만에 가족 간에 가족끼리 외식 한번 하자고 하는데 그것도 못하는 못하면 어떡해요
새옷 입은 게는 게네 사람이 달라 뷔는디 전부터 내가 옷 좀 사 입으라고 안 하더나	새옷 입은 게는 게네 사람이 달라 보이는디 전부터 내가 옷 좀 사 입으라고 안 하더나
처음 시집 왔을 때 생선국을 보고 이거 비린내가 나 내가 우예 먹을지 걱쩡핸는디	처음 시집 왔을 때 생선국을 보고 이거 비린내가 나 내가 어떻게 먹을지 걱정했습니다
밀감이 너무 새그러워서 몬 무껜는데 냉장고에 가 다린 가일 있으면 좀 내올래	밀감이 너무 시어서 못 먹겠는데 냉장고에 가 다른 과일 있으면 좀 내올래
오랜만에 조카를 보니께네 못 알아볼 정도로 훌쩍 커 커버리가 깜짝 놀랐네	오랜만에 조카를 보니까 못 알아볼 정도로 훌쩍 커 커버려서 깜짝 놀랐네
수술비가 한두 푼이 아닌디 갑자기 돈 이바구를 하만 어쩌라고 말이고	수술비가 한두 푼이 아닌데 갑자기 돈 얘기를 하면 어쩌라고 말이냐
추석 때 차례 지내면서 면서 조상한테 감사하다고 인사를 잘 전 잘 해야 한데이	추석 때 차례 지내면서 면서 조상한테 감사하다고 인사를 잘 전 잘 해야 한다
수박은 큰 게 마시따꼬 하는디 참애는 작은 게 맛있는 건교	수박은 큰 게 맛있다고 하는데 참외는 작은 게 맛있는 겁니까
덩더리에 덩더리에 살미테 다 버께전는데 전는디 연고를 바르니께니 희안하구로 금방 까라안네요	등에 등에 피부가 다 벗겨졌는데 졌는데 연고를 바르니까 희한하게 금방 가라앉네요
나이가 드시니 드시니께네 에 여 이 귀끼가 어두어저써가 사람들이 무슨 말을 해도 잘 몬 알아듣겠네니	나이가 드시니 드니까 에 여 이 귀끼가 어두워져서 사람들이 무슨 말을 해도 잘 못 알아듣겠네니
시아부지께써 옷 차려 입고 나가시만 사람들이 가다쟁이라고 마이 말씀하션니더	시아버지께서 옷 차려 입고 나가시면 사람들이 멋쟁이라고 많이 말씀하셨어요
애넘드리 쌀을 다 빼그러 가 삐리서 업쓰니께네 만날 꽁가 꽁당보리밥 밖에 몬 무겄지요 몬	왜놈들이 쌀을 다 뺏어 가 버려서 없느니까 매일 꽁가 꽁보리밥 밖에 못 먹었지요 몬
채독이 걸려만 얼고 얼고리 노랗게 돼 가지고 사람들이 기운이 하나도 없어 비니더	채독이 걸려만 얼고 얼굴이 노랗게 돼 가지고 사람들이 기운이 하나도 없어 보입니다
지머리에 갖다 놓고 굿판 벌리만 동네 사람들이 쭉 와가 아 기경도 하고 그랬씀네더	돼지머리 갖다 놓고 굿판 벌리면 동네 사람들이 쭉 와서 아 구경도 하고 그랬습니다
남의 무시 구디가 어떤지 아는 사람들은 다른 집 무시를 빼가지고 해찌로	남의 무 구덩이가 어떤지 아는 사람들은 다른 집 무를 빼가지고 했지
뱀에 물리만 병어네 가야지 덴장 같은 마음대로 바르면 큰일 남니더	뱀에 물리면 병원에 가야지 된장 같은 마음대로 바르면 큰일 납니다
평생 농사만 지으니께네 허리가 굽으러 구브러가지 인 가지 인자는 은자는 똑바로 걸을 수가 업니더	평생 농사만 지으니까 허리가 굽으러 구브러가지 인 가지 이제는 이제는 똑바로 걸을 수가 없습니다
닭을 달구통에 넣어 두지 안으만 밤에 산짐승이 내려와 가지 내려와가 물고 가 삐림니더	닭을 닭장에 넣어 두지 않으면 밤에 산짐승이 내려와 가지 내려와서 물고 가 버립니다
비단을 우예 짜는지 그 광경을 한 번쯤 말씀해 주실람니꺼	비단을 어떻게 짜는지 그 과정을 한 번쯤 말씀해 주시겠어요
콘센트에 코드를 너무 많이 꼬브만 불이 날 수 이쓰이께네 정말 위험함니더	콘센트에 코드를 너무 많이 꽂으면 불이 날 수 있으니까 정말 위험합니다
자스뜰 때문에 열심히 살아왔는 사란는디 인자 자식들이 일 이러 이러쿠롬 날 챙겨 주니께네 고맙찌로	자식들 때문에 열심히 살아왔는 살았는데 이제 자식들이 일 이러 이렇게 날 챙겨 주니까 고맙지요
베를 짜다가 줄이 터져 빼만 끊어지면 끊어진 베를 마마카 이사가 다시 짜야 힘니데	베를 짜다가 줄이 터져 버리면 끊어지면 끊어진 베를 모두 이어서 다시 짜야 합니다
내 동네에서 무신 사고라도 생기면 마을 사람들이 굳쨍이를 불러가 굿하고 그랟씸니더	내 동네에서 무슨 사고라도 생기면 마을 사람들이 무당을 불러서 굿하고 그랬어요
단기가 묵고 자부러울때는 사고 날 수 있으니께네 경운기 몰지 마시소	단기가 먹고 졸릴때에는 사고 날 수 있으니께네 경운기 몰지 마시소
남자들은 농악도 하고 씨름도 하고 여자들은 강강술래 하민서 놀아찌로	남자들은 농악도 하고 씨름도 하고 여자들은 강강술래 하면서 놀았지요
된장국 끼리고 호박밥 해가 양념장으로 비빔 비비 무 무만 달싸칸게 마씬너니더	된장국 끓이고 호박밥 해서 양념장으로 비빔 비벼 무 먹으면 달콤한게 맛있습니다
올해는 날씨가 조아가 농사도 잘 되고 밭데이로 팔고 하이께네 기분이 좋니	올해는 날씨가 좋아서 농사도 잘 되고 밭데이로 팔고 하니까 기분이 좋니
쟤는 시간이 조금만 지나도 다 잊어버리고 물건도 자주 일가 뿌래서 큰일입니다	쟤는 시간이 조금만 지나도 다 잊어버리고 물건도 자주 잊어 버려서 큰일입니다
마을 무숨구는 날에는 사람들이 같이 이게저게 다니민서 푸마이를 합니더	마을 모심는 날에는 사람들이 같이 여기저기 다니면서 품앗이를 합니다
우리 어머니는 솜씨가 조아가 옷도 잘 맹글고 음식도 맏깔나고로 했습니다	우리 어머니는 솜씨가 좋아서 옷도 잘 만들고 음식도 맛깔나게 했습니다
윤디로 화로에 올려놓고 윤디 뜨겁그로 달궈가 윤디지를 하지요	인두로 화로에 올려놓고 인두 뜨겁게 달궈서 인두질을 하지요
얼릉 밥상부터 채릴 테이니꺼이니께 이 배가 고푸더라도 조금만 차므시소	얼른 밥상부터 차릴 테이니꺼이니께 이 배가 고프더라도 조금만 참으세요
